"名称","名称かな","所在地","TEL","FAX","備考","URL","利用可能時間","休館日_1","写真","参考URL2","爆心地からの距離","所有者等","構造","郵便番号","TEL(夜間・休日）","私立等・公立の別","開設者種別","科目","対応可能言語","登録区分","開館時間","休館日_2","設置学部","障害種別","類型","設置者","文化財分類","種類","文化財指定日","区名","介護保険事業所番号","申請者-法人名","状態区分","NO","行政区","水利種別","公私区分","施設ID","登録番号","担当区内通番号","経度","緯度","分類"
"医療法人社団淳愛会　きだに小児科","","広島市佐伯区五日市一丁目３－１４","082-925-6611","","","","","","","","","","","731-5127","","","","","","","","","","","","","","","","","","","","","","","","A048000593","","","132.360705000238","34.3663269997121","診療所"
"社会福祉法人　はばたきの里　特別養護老人ホーム第三いこいの園診療所","","広島市西区己斐上六丁目９３９－１","","","","","","","","","","","","733-0815","","","","","","","","","","","","","","","","","","","","","","","","A048000594","","","132.4238470002","34.4217289996424","診療所"
"医療法人　原田会　原田内科医院","","広島市中区堺町二丁目６－２２","082-231-5577","","","","","","","","","","","730-0853","","","","","","","","","","","","","","","","","","","","","","","","A048000595","","","132.445874000182","34.3946489999741","診療所"
"特別養護老人ホーム　リバーサイド中広　診療所","","広島市西区中広町二丁目１５－１５","082-235-0788","","","","","","","","","","","733-0012","","","","","","","","","","","","","","","","","","","","","","","","A048000597","","","132.439238","34.403668999657","診療所"
"あきなかの　診療所","","広島市安芸区中野三丁目９－５","082-893-3360","","","","","","","","","","","739-0321","","","","","","","","","","","","","","","","","","","","","","","","A048000598","","","132.564476000138","34.392789999842","診療所"
"医療法人　舛田内科・消化器科","","広島市佐伯区五日市中央５丁目８番１７号","082-943-5015","","","","","","","","","","","731-5128","","","","","","","","","","","","","","","","","","","","","","","","A048000599","","","132.353689000076","34.3756209997198","診療所"
"よしみつこどもクリニック","","広島市安佐南区大町東一丁目８－２５　カサグランデ１－３０１","082-831-5272","","","","","","","","","","","731-0124","","","","","","","","","","","","","","","","","","","","","","","","A048000600","","","132.467536000002","34.4566699997691","診療所"
"医療法人社団　三上脳神経外科","","広島市安佐北区可部５丁目１４番１６号","082-819-2282","","","","","","","","","","","731-0221","","","","","","","","","","","","","","","","","","","","","","","","A048000601","","","132.509751999768","34.5200249998128","診療所"
"吉本クリニック","","広島市安芸区船越南二丁目１７番１号安芸メディカルサービスビル５階","082-821-1700","","","","","","","","","","","736-0082","","","","","","","","","","","","","","","","","","","","","","","","A048000602","","","132.522294000222","34.3729089999213","診療所"
"医療法人社団大安会　大道内科","","広島市南区東雲本町二丁目１７－５","082-281-8266","","","","","","","","","","","734-0023","","","","","","","","","","","","","","","","","","","","","","","","A048000603","","","132.488622000168","34.3803179998603","診療所"
"こけはら泌尿器科クリニック","","広島市中区八丁堀１－１２　マスキ八丁堀ビル８Ｆ","082-512-0045","","","","","","","","","","","730-0013","","","","","","","","","","","","","","","","","","","","","","","","A048000604","","","132.464151000109","34.3973159997824","診療所"
"広島市安芸保健センター","","広島市安芸区船越南三丁目２番１６号","082-821-2809","","","","","","","","","","","736-8555","","","","","","","","","","","","","","","","","","","","","","","","A048000605","","","132.52556300015","34.3717079999261","診療所"
"藤原整形外科クリニック","","広島市安佐南区緑井５－９－１５","082-831-8800","","","","","","","","","","","731-0103","","","","","","","","","","","","","","","","","","","","","","","","A048000606","","","132.47909000003","34.469085999805","診療所"
"くしろ外科胃腸科クリニック","","広島市西区三篠北町１９－２７　イケダビル５階","082-237-1512","","","","","","","","","","","733-0006","","","","","","","","","","","","","","","","","","","","","","","","A048000607","","","132.456067000085","34.417340999962","診療所"
"医療法人社団リード　島本内科循環器科・皮フ科分院","","広島市安佐南区山本１丁目１５番８号","082-850-0411","","","","","","","","","","","731-0137","","","","","","","","","","","","","","","","","","","","","","","","A048000608","","","132.451151999963","34.4377939998181","診療所"
"松尾胃腸科内科医院","","広島市西区井口明神２丁目７番１５号","082-278-0326","","","","","","","","","","","733-0841","","","","","","","","","","","","","","","","","","","","","","","","A048000609","","","132.38826900008","34.3712609997244","診療所"
"みささ内科・消化器科クリニック","","広島市西区三篠北町１９番２７号","082-230-5150","","","","","","","","","","","733-0006","","","","","","","","","","","","","","","","","","","","","","","","A048000610","","","132.456096000085","34.4173409999618","診療所"
"医療法人社団　こにしこどもクリニック","","広島市佐伯区城山２丁目２－４　水戸第３ビル　１Ｆ","08-926-1524","","","","","","","","","","","731-5155","","","","","","","","","","","","","","","","","","","","","","","","A048000611","","","132.355410000015","34.3877590000066","診療所"
"特別養護老人ホーム　鈴が峰　付設診療所","","広島市佐伯区五日市町皆賀１０４番２７","082-943-8888","","","","","","","","","","","731-5122","","","","","","","","","","","","","","","","","","","","","","","","A048000612","","","132.372381000124","34.3818989996961","診療所"
"医療法人社団　あいあい会　石岡内科クリニック","","広島市中区紙屋町２－２－６　紙屋町イワミビル　５階","082-240-7755","","","","","","","","","","","730-0031","","","","","","","","","","","","","","","","","","","","","","","","A048000613","","","132.456920000192","34.3944259998699","診療所"
"医療法人　おきた内科クリニック","","広島市安佐北区落合南１丁目１１番１５号","082-841-0033","","","","","","","","","","","739-1732","","","","","","","","","","","","","","","","","","","","","","","","A048000614","","","132.507116000044","34.4672249998079","診療所"
"岡山形成外科","","広島市中区八丁堀１１番１８号　八丁堀坪井ビル４階","082-511-2211","","","","","","","","","","","730-0013","","","","","","","","","","","","","","","","","","","","","","","","A048000615","","","132.462119000183","34.3950019997807","診療所"
"出口内科クリニック","","広島市南区金屋町８－７","082-262-1866","","","","","","","","","","","732-0825","","","","","","","","","","","","","","","","","","","","","","","","A048000616","","","132.47392800002","34.3905659997295","診療所"
"サザンクリニック整形外科・内科","","広島市中区江波本町５番２８号","082-234-5557","","","","","","","","","","","730-0833","","","","","","","","","","","","","","","","","","","","","","","","A048000617","","","132.435543000027","34.3699570000855","診療所"
"医療法人　和会　山村クリニック","","広島市中区紙屋町二丁目２番６号　カミヤチョウイワミビル３Ｆ","082-546-0111","","","","","","","","","","","730-0031","","","","","","","","","","","","","","","","","","","","","","","","A048000618","","","132.457040000188","34.3943709998695","診療所"
"医療法人社団ライフアスリート高陽整形外科クリニック","","広島市安佐北区口田南８丁目１４番１３号","082-841-0015","","","","","","","","","","","739-1733","","","","","","","","","","","","","","","","","","","","","","","","A048000619","","","132.504488000072","34.4650359998525","診療所"
"医療法人社団　沼田皮膚科クリニック","","広島市中区幟町１３－１４　マツダビル２階","082-227-4412","","","","","","","","","","","730-0016","","","","","","","","","","","","","","","","","","","","","","","","A048000620","","","132.466073000142","34.3936599997363","診療所"
"医療法人　秀陽会　こもりクリニック","","広島市安佐北区安佐町飯室１５６９番地１","082-835-3755","","","","","","","","","","","731-1142","","","","","","","","","","","","","","","","","","","","","","","","A048000621","","","132.44520100009","34.5509380000073","診療所"
